# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	LANGUAGE_FAMILY	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
9911	Kagoshima	salt (n.)	ɕio	ɕio	ɕ i/j o	Japonic	1067	1067	3 6 7	ACX	SJU	29	29.S.C 29.J.C 29.U.V	2.0 1.5 1.5	ɕi/jo	0
9912	Koshikiislands	salt (n.)	ɕijo	ɕijo	ɕ i j o	Japonic	1067	1067	3 7 6 7	AXBZ	SIJU	43	43.S.C 43.I.V 43.J.C 43.U.V	2.0 1.5 1.75 0.8	ɕijo	0
9913	Kumamoto	salt (n.)	ɕio	ɕio	ɕ i/j o	Japonic	1067	1067	3 6 7	ACX	SJU	44	44.S.C 44.J.C 44.U.V	2.0 1.5 1.5	ɕi/jo	0
9914	OldJapanese	salt (n.)	sipo	sipo	s i p o	Japonic	1067	1067	3 7 1 7	AXBZ	SIPU	70	70.S.C 70.I.V 70.P.C 70.U.V	2.0 1.5 1.75 0.8	sipo	0
9915	AmamiAsama	salt (n.)	maasju	maasju	m aː s j u	Japonic	1068	1068	4 7 3 6 7	AXBCZ	MASJY	1	1.M.C 1.A.V 1.S.C 1.J.C 1.Y.V	2.0 1.5 1.75 1.5 0.8	maːsju	0
9916	AmamiYamatohama	salt (n.)	masju	masju	m a s j u	Japonic	1068	1068	4 7 3 6 7	AXBCZ	MASJY	2	2.M.C 2.A.V 2.S.C 2.J.C 2.Y.V	2.0 1.5 1.75 1.5 0.8	masju	0
9917	AmamiYoron	salt (n.)	masju	masju	m a s j u	Japonic	1068	1068	4 7 3 6 7	AXBCZ	MASJY	3	3.M.C 3.A.V 3.S.C 3.J.C 3.Y.V	2.0 1.5 1.75 1.5 0.8	masju	0
9918	MiyakoIrabu	salt (n.)	maasï	maasï	m aː s ï/ɨ	Japonic	1068	1068	4 7 3 7	AXBZ	MASI	53	53.M.C 53.A.V 53.S.C 53.I.V	2.0 1.5 1.75 0.8	maːsï/ɨ	0
9919	OkinawaShuri	salt (n.)	maasju	maasju	m aː s j u	Japonic	1068	1068	4 7 3 6 7	AXBCZ	MASJY	68	68.M.C 68.A.V 68.S.C 68.J.C 68.Y.V	2.0 1.5 1.75 1.5 0.8	maːsju	0
9920	OkinawaYonamine	salt (n.)	masu	masu	m a s u	Japonic	1068	1068	4 7 3 7	AXBZ	MASY	69	69.M.C 69.A.V 69.S.C 69.Y.V	2.0 1.5 1.75 0.8	masu	0
9921	YaeyamaHatoma	salt (n.)	maasu	maasu	m aː s u	Japonic	1068	1068	4 7 3 7	AXBZ	MASY	98	98.M.C 98.A.V 98.S.C 98.Y.V	2.0 1.5 1.75 0.8	maːsu	0
9922	YaeyamaIshigaki	salt (n.)	maasu	maasu	m aː s u	Japonic	1068	1068	4 7 3 7	AXBZ	MASY	99	99.M.C 99.A.V 99.S.C 99.Y.V	2.0 1.5 1.75 0.8	maːsu	0
9923	Yonaguni	salt (n.)	mâsu	mâsu	m â/a s u	Japonic	1068	1068	4 7 3 7	AXBZ	MASY	101	101.M.C 101.A.V 101.S.C 101.Y.V	2.0 1.5 1.75 0.8	mâ/asu	0
9924	Gangwon	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	20	20.S.C 20.U.V 20.K.C 20.U.V 20.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9925	Gyeonggi	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	21	21.S.C 21.U.V 21.K.C 21.Y.V 21.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9926	Hwanghae	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	25	25.S.C 25.U.V 25.K.C 25.U.V 25.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9927	Jeju	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	27	27.S.C 27.U.V 27.K.C 27.Y.V 27.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9928	Korean	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	42	42.S.C 42.U.V 42.K.C 42.U.V 42.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9929	LateMiddleKorean	salt (n.)	swokwom	swokwom	s w o kʷ o m	Koreanic	1069	1069	3 6 7 1 7 4	ACXBYN	SWUKUM	47	47.S.C 47.W.C 47.U.V 47.K.C 47.U.V 47.M.c	2.0 1.5 1.5 1.75 1.3 0.8	swokʷom	0
9930	NorthernChungcheong	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	60	60.S.C 60.U.V 60.K.C 60.Y.V 60.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9931	NorthernGyeongsang	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	63	63.S.C 63.U.V 63.K.C 63.Y.V 63.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9932	NorthernHamgyong	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	64	64.S.C 64.U.V 64.K.C 64.U.V 64.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9933	NorthernJeolla	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	65	65.S.C 65.U.V 65.K.C 65.Y.V 65.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9934	NorthernPyongan	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	66	66.S.C 66.U.V 66.K.C 66.U.V 66.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9935	SouthernChungcheong	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	80	80.S.C 80.U.V 80.K.C 80.Y.V 80.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9936	SouthernGyeongsang	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	83	83.S.C 83.U.V 83.K.C 83.Y.V 83.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9937	SouthernHamgyong	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	84	84.S.C 84.U.V 84.K.C 84.U.V 84.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9938	SouthernJeolla	salt (n.)	sokum	sokum	s o k u m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKYM	85	85.S.C 85.U.V 85.K.C 85.Y.V 85.M.c	2.0 1.5 1.75 1.3 0.8	sokum	0
9939	SouthernPyongan	salt (n.)	sokom	sokom	s o k o m	Koreanic	1069	1069	3 7 1 7 4	AXBYN	SUKUM	86	86.S.C 86.U.V 86.K.C 86.U.V 86.M.c	2.0 1.5 1.75 1.3 0.8	sokom	0
9940	Even	salt (n.)	tak	tak	t a k	Tungusic	1070	1070	1 7 1	AXN	TAK	16	16.T.C 16.A.V 16.K.c	2.0 1.5 0.8	tak	0
9941	Udihe	salt (n.)	sˀai	sˀai	sˀ ai	Tungusic	1071	1071	3 7	AX	SA	92	92.S.C 92.A.V	2.0 1.5	sˀai	0
9942	Baoan	salt (n.)	dabsuŋ	dabsuŋ	d a b s u ŋ	Mongolic	1072	1072	1 7 1 3 7 4	AXBCYN	TAPSYN	5	5.T.C 5.A.V 5.P.C 5.S.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.5 1.3 0.8	dabsuŋ	0
9943	Buriat	salt (n.)	dabhan	dabhan	d a bh/bʰ a n	Mongolic	1072	1072	1 7 1 7 4	AXBYN	TAPAN	8	8.T.C 8.A.V 8.P.C 8.A.V 8.N.c	2.0 1.5 1.75 1.3 0.8	dabh/bʰan	0
9944	Dongxian	salt (n.)	dansun	dansun	d a n s u n	Mongolic	1072	1072	1 7 4 3 7 4	AXMBYN	TANSYN	14	14.T.C 14.A.V 14.N.c 14.S.C 14.Y.V 14.N.c	2.0 1.5 1.1 1.75 1.3 0.8	dansun	0
9945	EasternEvenki	salt (n.)	dawasun ~ dawugun bor	dawasun	d a w a s u n	Tungusic	1072	1072	1 7 6 7 3 7 4	AXBYBYN	TAWASYN	15	15.T.C 15.A.V 15.W.C 15.A.V 15.S.C 15.Y.V 15.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	dawasun	0
9946	EvenkiKamnigan	salt (n.)	dawsun bor	dawsun_bor	d a w s u n + b o r	Tungusic	1072	1072	1 7 6 3 7 4 9 1 7 5	AXMBYN_AXN	TAWSYN_PUR	17	17.T.C 17.A.V 17.W.c 17.S.C 17.Y.V 17.N.c 17._._ 17.P.C 17.U.V 17.R.c	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 0.8	dawsun+bor	0
9947	Hezhe	salt (n.)	dausən	dausən	d au s ə n	Tungusic	1072	1072	1 7 3 7 4	AXBYN	TASEN	23	23.T.C 23.A.V 23.S.C 23.E.V 23.N.c	2.0 1.5 1.75 1.3 0.8	dausən	0
9948	Huzhu	salt (n.)	dabsə	dabsə	d a b s ə	Mongolic	1072	1072	1 7 1 3 7	AXBCZ	TAPSE	24	24.T.C 24.A.V 24.P.C 24.S.C 24.E.V	2.0 1.5 1.75 1.5 0.8	dabsə	0
9949	Jurchen	salt (n.)	dacu bor	dacu_bor	d a c/ts u + b o r	Tungusic	1072	1072	1 7 2 7 9 1 7 5	AXBZ_AXN	TACY_PUR	28	28.T.C 28.A.V 28.C.C 28.Y.V 28._._ 28.P.C 28.U.V 28.R.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	dac/tsu+bor	0
9950	Kalmyck	salt (n.)	davsn	davsn	d a v s n	Mongolic	1072	1072	1 7 3 3 4	AXMBC	TABSN	30	30.T.C 30.A.V 30.B.c 30.S.C 30.N.C	2.0 1.5 1.1 1.75 1.5	davsn	0
9951	Kamnigan	salt (n.)	davhu	davhu	d a v h u	Mongolic	1072	1072	1 7 3 3 7	AXMBZ	TABHY	31	31.T.C 31.A.V 31.B.c 31.H.C 31.Y.V	2.0 1.5 1.1 1.75 0.8	davhu	0
9952	Khalkha	salt (n.)	davs(an)	davs	d a v s	Mongolic	1072	1072	1 7 3 3	AXLN	TABS	40	40.T.C 40.A.V 40.B.c 40.S.c	2.0 1.5 1.1 0.8	davs	0
9953	KurUrmi	salt (n.)	daosụn bor	daosụn_bor	d ao s ụ/u n + b o r	Tungusic	1072	1072	1 7 3 7 4 9 1 7 5	AXBYN_AXN	TASYN_PUR	46	46.T.C 46.A.V 46.S.C 46.Y.V 46.N.c 46._._ 46.P.C 46.U.V 46.R.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	daosụ/un+bor	0
9954	Manchu	salt (n.)	dabsun bor	dabsun_bor	d a b s u n + b o r	Tungusic	1072	1072	1 7 1 3 7 4 9 1 7 5	AXBCYN_AXN	TAPSYN_PUR	48	48.T.C 48.A.V 48.P.C 48.S.C 48.Y.V 48.N.c 48._._ 48.P.C 48.U.V 48.R.c	2.0 1.5 1.75 1.5 1.3 0.8 0.0 2.0 1.5 0.8	dabsun+bor	0
9955	MiddleMongolianMuqaddimataladab	salt (n.)	dabusun	dabusun	d a b u s u n	Mongolic	1072	1072	1 7 1 7 3 7 4	AXBYBYN	TAPYSYN	50	50.T.C 50.A.V 50.P.C 50.Y.V 50.S.C 50.Y.V 50.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	dabusun	0
9956	Minhe	salt (n.)	dabsi	dabsi	d a b s i	Mongolic	1072	1072	1 7 1 3 7	AXBCZ	TAPSI	52	52.T.C 52.A.V 52.P.C 52.S.C 52.I.V	2.0 1.5 1.75 1.5 0.8	dabsi	0
9957	Moghol	salt (n.)	dabsan, dabsun	dabsan	d a b s a n	Mongolic	1072	1072	1 7 1 3 7 4	AXBCYN	TAPSAN	54	54.T.C 54.A.V 54.P.C 54.S.C 54.A.V 54.N.c	2.0 1.5 1.75 1.5 1.3 0.8	dabsan	0
9958	NanaiBikin	salt (n.)	daoso(n) bor	daoso_bor	d ao s o + b o r	Tungusic	1072	1072	1 7 3 7 9 1 7 5	AXBZ_AXN	TASU_PUR	55	55.T.C 55.A.V 55.S.C 55.U.V 55._._ 55.P.C 55.U.V 55.R.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	daoso+bor	0
9959	NanaiMiddleAmur	salt (n.)	daoson bor	daoson_bor	d ao s o n + b o r	Tungusic	1072	1072	1 7 3 7 4 9 1 7 5	AXBYN_AXN	TASUN_PUR	56	56.T.C 56.A.V 56.S.C 56.U.V 56.N.c 56._._ 56.P.C 56.U.V 56.R.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	daoson+bor	0
9960	Oirat	salt (n.)	davsan	davsan	d a v s a n	Mongolic	1072	1072	1 7 3 3 7 4	AXMBYN	TABSAN	67	67.T.C 67.A.V 67.B.c 67.S.C 67.A.V 67.N.c	2.0 1.5 1.1 1.75 1.3 0.8	davsan	0
9961	Oroch	salt (n.)	daksụ(n)	daksụ	d a k s ụ/u	Tungusic	1072	1072	1 7 1 3 7	AXBCZ	TAKSY	72	72.T.C 72.A.V 72.K.C 72.S.C 72.Y.V	2.0 1.5 1.75 1.5 0.8	daksụ/u	0
9962	Orok	salt (n.)	dausu(n) bor	dausu_bor	d au s u + b o r	Tungusic	1072	1072	1 7 3 7 9 1 7 5	AXBZ_AXN	TASY_PUR	73	73.T.C 73.A.V 73.S.C 73.Y.V 73._._ 73.P.C 73.U.V 73.R.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	dausu+bor	0
9963	ShiraYughur	salt (n.)	daabsən	daabsən	d aː b s ə n	Mongolic	1072	1072	1 7 1 3 7 4	AXBCYN	TAPSEN	76	76.T.C 76.A.V 76.P.C 76.S.C 76.E.V 76.N.c	2.0 1.5 1.75 1.5 1.3 0.8	daːbsən	0
9964	Solon	salt (n.)	dͻːsụŋ bor	dͻːsụŋ_bor	d ɔː s ụ/u ŋ + b o r	Tungusic	1072	1072	1 7 3 7 4 9 1 7 5	AXBYN_AXN	TUSYN_PUR	78	78.T.C 78.U.V 78.S.C 78.Y.V 78.N.c 78._._ 78.P.C 78.U.V 78.R.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	dɔːsụ/uŋ+bor	0
9965	Ulcha	salt (n.)	dawso(n) ~ daoso(n) bor	dawso	d a w s o	Tungusic	1072	1072	1 7 6 3 7	AXMBZ	TAWSU	93	93.T.C 93.A.V 93.W.c 93.S.C 93.U.V	2.0 1.5 1.1 1.75 0.8	dawso	0
9966	Xibe	salt (n.)	davsun bor	davsun_bor	d a v s u n + b o r	Tungusic	1072	1072	1 7 3 3 7 4 9 1 7 5	AXMBYN_AXN	TABSYN_PUR	97	97.T.C 97.A.V 97.B.c 97.S.C 97.Y.V 97.N.c 97._._ 97.P.C 97.U.V 97.R.c	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 0.8	davsun+bor	0
9967	Dagur	salt (n.)	hata:	hata:	h a t aː	Mongolic	1073	1073	3 7 1 7	AXBZ	HATA	12	12.H.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	hataː	0
9968	Oroqen	salt (n.)	katagan bor	katagan_bor	k a t a g a n + b o r	Tungusic	1073	1073	1 7 1 7 1 7 4 9 1 7 5	AXBYBYN_AXN	KATAKAN_PUR	74	74.K.C 74.A.V 74.T.C 74.A.V 74.K.C 74.A.V 74.N.c 74._._ 74.P.C 74.U.V 74.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	katagan+bor	0
9969	Kangjia	salt (n.)	iʃi	iʃi	i ʃ i	Mongolic	1074	1074	7 3 7	XBZ	ISI	32	32.I.V 32.S.C 32.I.V	1.5 1.75 0.8	iʃi	0
9970	Azeri	salt (n.)	duz	duz	d u z	Turkic	1075	1075	1 7 3	AXN	TYS	4	4.T.C 4.Y.V 4.S.c	2.0 1.5 0.8	duz	0
9971	Bashkir	salt (n.)	toδ	toδ	t o δ/ð	Turkic	1075	1075	1 7 3	AXN	TUD	7	7.T.C 7.U.V 7.D.c	2.0 1.5 0.8	toδ/ð	0
9972	Chuvash	salt (n.)	təʷvar	təʷvar	t əʷ/əu v a r	Turkic	1075	1075	1 7 3 7 5	AXBYN	TEBAR	9	9.T.C 9.E.V 9.B.C 9.A.V 9.R.c	2.0 1.5 1.75 1.3 0.8	təʷ/əuvar	0
9973	CodexCumanicus	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	10	10.T.C 10.Y.V 10.S.c	2.0 1.5 0.8	tus	0
9974	CrimeanTatar	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	11	11.T.C 11.Y.V 11.S.c	2.0 1.5 0.8	tuz	0
9975	Dolgan	salt (n.)	tü:s	tü:s	t üː/yː s	Turkic	1075	1075	1 7 3	AXN	TYS	13	13.T.C 13.Y.V 13.S.c	2.0 1.5 0.8	tüː/yːs	0
9976	EasternEvenki	salt (n.)	turukə	turukə	t u r u k ə	Tungusic	1075	1075	1 7 5 7 1 7	AXBYBZ	TYRYKE	15	15.T.C 15.Y.V 15.R.C 15.Y.V 15.K.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	turukə	0
9977	Gagauz	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	19	19.T.C 19.Y.V 19.S.c	2.0 1.5 0.8	tuz	0
9978	KarachayBalkar	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	33	33.T.C 33.Y.V 33.S.c	2.0 1.5 0.8	tuz	0
9979	Karaim	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	34	34.T.C 34.Y.V 34.S.c	2.0 1.5 0.8	tuz	0
9980	KaraKalpak	salt (n.)	duz	duz	d u z	Turkic	1075	1075	1 7 3	AXN	TYS	35	35.T.C 35.Y.V 35.S.c	2.0 1.5 0.8	duz	0
9981	Kazakh	salt (n.)	tŭz	tŭz	t ŭ/u z	Turkic	1075	1075	1 7 3	AXN	TYS	36	36.T.C 36.Y.V 36.S.c	2.0 1.5 0.8	tŭ/uz	0
9982	KazanTatar	salt (n.)	toz	toz	t o z	Turkic	1075	1075	1 7 3	AXN	TUS	37	37.T.C 37.U.V 37.S.c	2.0 1.5 0.8	toz	0
9983	Khakas	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	38	38.T.C 38.Y.V 38.S.c	2.0 1.5 0.8	tus	0
9984	Khalaj	salt (n.)	tu(:)z	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	39	39.T.C 39.Y.V 39.S.c	2.0 1.5 0.8	tuz	0
9985	Kirghiz	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	41	41.T.C 41.Y.V 41.S.c	2.0 1.5 0.8	tuz	0
9986	Kumyk	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	45	45.T.C 45.Y.V 45.S.c	2.0 1.5 0.8	tuz	0
9987	MiddleChulym	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	49	49.T.C 49.Y.V 49.S.c	2.0 1.5 0.8	tus	0
9988	Negidal	salt (n.)	tos bor	tos_bor	t o s + b o r	Tungusic	1075	1075	1 7 3 9 1 7 5	AXN_AXN	TUS_PUR	57	57.T.C 57.U.V 57.S.c 57._._ 57.P.C 57.U.V 57.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	tos+bor	0
9989	Nogai	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	58	58.T.C 58.Y.V 58.S.c	2.0 1.5 0.8	tuz	0
9990	NorthAltai	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	59	59.T.C 59.Y.V 59.S.c	2.0 1.5 0.8	tus	0
9991	NorthernEvenkiTura	salt (n.)	turukè	turukè	t u r u k è/e	Tungusic	1075	1075	1 7 5 7 1 7	AXBYBZ	TYRYKE	61	61.T.C 61.Y.V 61.R.C 61.Y.V 61.K.C 61.E.V	2.0 1.5 1.75 1.3 1.75 0.8	turukè/e	0
9992	NorthernEvenkiTutonchany	salt (n.)	turukə	turukə	t u r u k ə	Tungusic	1075	1075	1 7 5 7 1 7	AXBYBZ	TYRYKE	62	62.T.C 62.Y.V 62.R.C 62.Y.V 62.K.C 62.E.V	2.0 1.5 1.75 1.3 1.75 0.8	turukə	0
9993	OldTurkic	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	71	71.T.C 71.Y.V 71.S.c	2.0 1.5 0.8	tuz	0
9994	Salar	salt (n.)	duz, düz, tüz	duz	d u z	Turkic	1075	1075	1 7 3	AXN	TYS	75	75.T.C 75.Y.V 75.S.c	2.0 1.5 0.8	duz	0
9995	Shor	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	77	77.T.C 77.Y.V 77.S.c	2.0 1.5 0.8	tus	0
9996	SouthAltai	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	79	79.T.C 79.Y.V 79.S.c	2.0 1.5 0.8	tus	0
9997	SouthernEvenkiChiringda	salt (n.)	turukə	turukə	t u r u k ə	Tungusic	1075	1075	1 7 5 7 1 7	AXBYBZ	TYRYKE	81	81.T.C 81.Y.V 81.R.C 81.Y.V 81.K.C 81.E.V	2.0 1.5 1.75 1.3 1.75 0.8	turukə	0
9998	StonyEvenkiPTPodkamennayaTunguska	salt (n.)	turukə	turukə	t u r u k ə	Tungusic	1075	1075	1 7 5 7 1 7	AXBYBZ	TYRYKE	87	87.T.C 87.Y.V 87.R.C 87.Y.V 87.K.C 87.E.V	2.0 1.5 1.75 1.3 1.75 0.8	turukə	0
9999	Tofa	salt (n.)	tus	tus	t u s	Turkic	1075	1075	1 7 3	AXN	TYS	88	88.T.C 88.Y.V 88.S.c	2.0 1.5 0.8	tus	0
10000	Turkish	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	89	89.T.C 89.Y.V 89.S.c	2.0 1.5 0.8	tuz	0
10001	Turkmen	salt (n.)	duz	duz	d u z	Turkic	1075	1075	1 7 3	AXN	TYS	90	90.T.C 90.Y.V 90.S.c	2.0 1.5 0.8	duz	0
10002	Tuvan	salt (n.)	dus	dus	d u s	Turkic	1075	1075	1 7 3	AXN	TYS	91	91.T.C 91.Y.V 91.S.c	2.0 1.5 0.8	dus	0
10003	Uyghur	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	94	94.T.C 94.Y.V 94.S.c	2.0 1.5 0.8	tuz	0
10004	Uzbek	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	95	95.T.C 95.Y.V 95.S.c	2.0 1.5 0.8	tuz	0
10005	WestYugur	salt (n.)	tuz	tuz	t u z	Turkic	1075	1075	1 7 3	AXN	TYS	96	96.T.C 96.Y.V 96.S.c	2.0 1.5 0.8	tuz	0
10006	Yakut	salt (n.)	tu:s	tu:s	t uː s	Turkic	1075	1075	1 7 3	AXN	TYS	100	100.T.C 100.Y.V 100.S.c	2.0 1.5 0.8	tuːs	0
#
6221	AmamiAsama	sand (n.)	sɨnaa	sɨnaa	s ɨ n aː	Japonic	622	622	3 7 4 7	AXBZ	SINA	1	1.S.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	sɨnaː	0
6222	AmamiYamatohama	sand (n.)	sïna	sïna	s ï/ɨ n a	Japonic	622	622	3 7 4 7	AXBZ	SINA	2	2.S.C 2.I.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	sï/ɨna	0
6223	AmamiYoron	sand (n.)	sina	sina	s i n a	Japonic	622	622	3 7 4 7	AXBZ	SINA	3	3.S.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	sina	0
6224	Fukuoka	sand (n.)	suna	suna	s u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	18	18.S.C 18.Y.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	suna	0
6225	Hachijo	sand (n.)	suna	suna	s u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	22	22.S.C 22.Y.V 22.N.C 22.A.V	2.0 1.5 1.75 0.8	suna	0
6226	Japanese	sand (n.)	suna	suna	s u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	26	26.S.C 26.Y.V 26.N.C 26.A.V	2.0 1.5 1.75 0.8	suna	0
6227	Kagoshima	sand (n.)	dzuna	dzuna	d z u n a	Japonic	622	622	1 3 7 4 7	ACXBZ	TSYNA	29	29.T.C 29.S.C 29.Y.V 29.N.C 29.A.V	2.0 1.5 1.5 1.75 0.8	dzuna	0
6228	Koshikiislands	sand (n.)	zuna	zuna	z u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	43	43.S.C 43.Y.V 43.N.C 43.A.V	2.0 1.5 1.75 0.8	zuna	0
6229	Kumamoto	sand (n.)	suna	suna	s u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	44	44.S.C 44.Y.V 44.N.C 44.A.V	2.0 1.5 1.75 0.8	suna	0
6230	OkinawaShuri	sand (n.)	sina	sina	s i n a	Japonic	622	622	3 7 4 7	AXBZ	SINA	68	68.S.C 68.I.V 68.N.C 68.A.V	2.0 1.5 1.75 0.8	sina	0
6231	OkinawaYonamine	sand (n.)	sinaa	sinaa	s i n aː	Japonic	622	622	3 7 4 7	AXBZ	SINA	69	69.S.C 69.I.V 69.N.C 69.A.V	2.0 1.5 1.75 0.8	sinaː	0
6232	OldJapanese	sand (n.)	suna	suna	s u n a	Japonic	622	622	3 7 4 7	AXBZ	SYNA	70	70.S.C 70.Y.V 70.N.C 70.A.V	2.0 1.5 1.75 0.8	suna	0
6233	Yonaguni	sand (n.)	ccínan	ccínan	cc/tsː í/i n a n	Japonic	622	622	1 7 4 7 4	AXBYN	TINAN	101	101.T.C 101.I.V 101.N.C 101.A.V 101.N.c	2.0 1.5 1.75 1.3 0.8	cc/tsːí/inan	0
6234	MiyakoIrabu	sand (n.)	mnagu	mnagu	m n a g u	Japonic	623	623	4 4 7 1 7	ACYBZ	MNAKY	53	53.M.C 53.N.C 53.A.V 53.K.C 53.Y.V	2.0 1.5 1.3 1.75 0.8	mnagu	0
6235	YaeyamaHatoma	sand (n.)	inoɴ	inoɴ	i n o ɴ	Japonic	624	624	7 4 7 4	XBYN	INUN	98	98.I.V 98.N.C 98.U.V 98.N.c	1.5 1.75 1.3 0.8	inoɴ	0
6236	YaeyamaIshigaki	sand (n.)	inoo	inoo	i n oː	Japonic	624	624	7 4 7	XBZ	INU	99	99.I.V 99.N.C 99.U.V	1.5 1.75 0.8	inoː	0
6237	Gangwon	sand (n.)	mongkay	mongkay	m o n g k ay/ai	Koreanic	625	625	4 7 4 1 1 7	AXLMBZ	MUNKKA	20	20.M.C 20.U.V 20.N.c 20.K.c 20.K.C 20.A.V	2.0 1.5 1.1 1.1 1.75 0.8	mongkay/ai	0
